instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,atemp_actual,hum_actual,windspeed_actual
13117,2012-07-05,Musim Gugur,1,7,17,0,4,1,Cerah,0.92,0.8485,0.35,0.1642,114,575,689,37.72,42.425000000000004,35.0,11.0014
13118,2012-07-05,Musim Gugur,1,7,18,0,4,1,Berkabut,0.9,0.8333,0.39,0.3284,96,511,607,36.9,41.665,39.0,22.0028
13119,2012-07-05,Musim Gugur,1,7,19,0,4,1,Berkabut,0.88,0.803,0.39,0.2537,128,375,503,36.08,40.150000000000006,39.0,16.997899999999998
13120,2012-07-05,Musim Gugur,1,7,20,0,4,1,Berkabut,0.86,0.7879,0.41,0.2239,78,243,321,35.26,39.395,41.0,15.001299999999999
13121,2012-07-05,Musim Gugur,1,7,21,0,4,1,Cerah,0.84,0.7727,0.47,0.194,91,232,323,34.44,38.635000000000005,47.0,12.998000000000001
13122,2012-07-05,Musim Gugur,1,7,22,0,4,1,Cerah,0.82,0.803,0.59,0.1343,63,162,225,33.62,40.150000000000006,59.0,8.9981
13123,2012-07-05,Musim Gugur,1,7,23,0,4,1,Cerah,0.8,0.7576,0.55,0.1642,32,99,131,32.800000000000004,37.88,55.00000000000001,11.0014
13124,2012-07-06,Musim Gugur,1,7,0,0,5,1,Cerah,0.78,0.7424,0.62,0.1343,39,63,102,31.98,37.12,62.0,8.9981
13125,2012-07-06,Musim Gugur,1,7,1,0,5,1,Cerah,0.78,0.7273,0.55,0.2239,7,22,29,31.98,36.364999999999995,55.00000000000001,15.001299999999999
13126,2012-07-06,Musim Gugur,1,7,2,0,5,1,Cerah,0.76,0.7121,0.62,0.1343,4,13,17,31.16,35.605,62.0,8.9981
13127,2012-07-06,Musim Gugur,1,7,3,0,5,1,Berkabut,0.74,0.697,0.7,0.194,1,6,7,30.34,34.849999999999994,70.0,12.998000000000001
13128,2012-07-06,Musim Gugur,1,7,4,0,5,1,Cerah,0.74,0.697,0.66,0.2239,2,4,6,30.34,34.849999999999994,66.0,15.001299999999999
13129,2012-07-06,Musim Gugur,1,7,5,0,5,1,Cerah,0.74,0.697,0.66,0.194,4,31,35,30.34,34.849999999999994,66.0,12.998000000000001
13130,2012-07-06,Musim Gugur,1,7,6,0,5,1,Cerah,0.74,0.697,0.66,0.194,4,127,131,30.34,34.849999999999994,66.0,12.998000000000001
13131,2012-07-06,Musim Gugur,1,7,7,0,5,1,Cerah,0.78,0.697,0.46,0.1343,20,333,353,31.98,34.849999999999994,46.0,8.9981
13132,2012-07-06,Musim Gugur,1,7,8,0,5,1,Cerah,0.8,0.7121,0.41,0.1642,28,557,585,32.800000000000004,35.605,41.0,11.0014
13133,2012-07-06,Musim Gugur,1,7,9,0,5,1,Cerah,0.82,0.7273,0.36,0.1343,55,249,304,33.62,36.364999999999995,36.0,8.9981
13134,2012-07-06,Musim Gugur,1,7,10,0,5,1,Cerah,0.86,0.7424,0.3,0.0,80,130,210,35.26,37.12,30.0,0.0
13135,2012-07-06,Musim Gugur,1,7,11,0,5,1,Cerah,0.84,0.7273,0.32,0.0896,92,141,233,34.44,36.364999999999995,32.0,6.0032
13136,2012-07-06,Musim Gugur,1,7,12,0,5,1,Cerah,0.88,0.7576,0.28,0.1045,111,220,331,36.08,37.88,28.000000000000004,7.0015
13137,2012-07-06,Musim Gugur,1,7,13,0,5,1,Cerah,0.9,0.7879,0.27,0.1045,99,194,293,36.9,39.395,27.0,7.0015
13138,2012-07-06,Musim Gugur,1,7,14,0,5,1,Cerah,0.9,0.803,0.31,0.1642,91,184,275,36.9,40.150000000000006,31.0,11.0014
13139,2012-07-06,Musim Gugur,1,7,15,0,5,1,Cerah,0.92,0.8182,0.29,0.194,79,206,285,37.72,40.910000000000004,28.999999999999996,12.998000000000001
13140,2012-07-06,Musim Gugur,1,7,16,0,5,1,Cerah,0.92,0.8182,0.29,0.1045,69,300,369,37.72,40.910000000000004,28.999999999999996,7.0015
13141,2012-07-06,Musim Gugur,1,7,17,0,5,1,Cerah,0.92,0.8182,0.29,0.0,90,486,576,37.72,40.910000000000004,28.999999999999996,0.0
13142,2012-07-06,Musim Gugur,1,7,18,0,5,1,Cerah,0.9,0.803,0.33,0.2537,106,454,560,36.9,40.150000000000006,33.0,16.997899999999998
13143,2012-07-06,Musim Gugur,1,7,19,0,5,1,Cerah,0.88,0.7879,0.35,0.2239,112,306,418,36.08,39.395,35.0,15.001299999999999
13144,2012-07-06,Musim Gugur,1,7,20,0,5,1,Cerah,0.86,0.7727,0.39,0.1045,91,245,336,35.26,38.635000000000005,39.0,7.0015
13145,2012-07-06,Musim Gugur,1,7,21,0,5,1,Cerah,0.82,0.7727,0.52,0.1343,77,223,300,33.62,38.635000000000005,52.0,8.9981
13146,2012-07-06,Musim Gugur,1,7,22,0,5,1,Cerah,0.8,0.7576,0.55,0.194,78,210,288,32.800000000000004,37.88,55.00000000000001,12.998000000000001
13147,2012-07-06,Musim Gugur,1,7,23,0,5,1,Cerah,0.8,0.7879,0.63,0.1045,27,137,164,32.800000000000004,39.395,63.0,7.0015
13148,2012-07-07,Musim Gugur,1,7,0,0,6,0,Cerah,0.78,0.7576,0.66,0.1343,35,115,150,31.98,37.88,66.0,8.9981
13149,2012-07-07,Musim Gugur,1,7,1,0,6,0,Cerah,0.76,0.7273,0.7,0.1642,16,55,71,31.16,36.364999999999995,70.0,11.0014
13150,2012-07-07,Musim Gugur,1,7,2,0,6,0,Cerah,0.76,0.7424,0.72,0.1642,11,47,58,31.16,37.12,72.0,11.0014
13151,2012-07-07,Musim Gugur,1,7,3,0,6,0,Cerah,0.74,0.7121,0.74,0.1343,12,19,31,30.34,35.605,74.0,8.9981
13152,2012-07-07,Musim Gugur,1,7,4,0,6,0,Cerah,0.74,0.7121,0.74,0.1642,3,13,16,30.34,35.605,74.0,11.0014
13153,2012-07-07,Musim Gugur,1,7,5,0,6,0,Cerah,0.74,0.7121,0.74,0.194,2,12,14,30.34,35.605,74.0,12.998000000000001
13154,2012-07-07,Musim Gugur,1,7,6,0,6,0,Cerah,0.74,0.7121,0.74,0.1045,4,27,31,30.34,35.605,74.0,7.0015
13155,2012-07-07,Musim Gugur,1,7,7,0,6,0,Cerah,0.78,0.7576,0.66,0.1045,8,63,71,31.98,37.88,66.0,7.0015
13156,2012-07-07,Musim Gugur,1,7,8,0,6,0,Cerah,0.82,0.8333,0.63,0.194,32,120,152,33.62,41.665,63.0,12.998000000000001
13157,2012-07-07,Musim Gugur,1,7,9,0,6,0,Cerah,0.84,0.8333,0.59,0.1642,69,187,256,34.44,41.665,59.0,11.0014
13158,2012-07-07,Musim Gugur,1,7,10,0,6,0,Cerah,0.92,0.8636,0.37,0.2239,100,225,325,37.72,43.18,37.0,15.001299999999999
13159,2012-07-07,Musim Gugur,1,7,11,0,6,0,Cerah,0.94,0.8788,0.38,0.194,122,245,367,38.54,43.94,38.0,12.998000000000001
13160,2012-07-07,Musim Gugur,1,7,12,0,6,0,Cerah,0.96,0.8636,0.31,0.3582,124,218,342,39.36,43.18,31.0,23.9994
13161,2012-07-07,Musim Gugur,1,7,13,0,6,0,Berkabut,0.96,0.8636,0.31,0.2537,116,244,360,39.36,43.18,31.0,16.997899999999998
13162,2012-07-07,Musim Gugur,1,7,14,0,6,0,Berkabut,0.96,0.8636,0.3,0.1343,105,203,308,39.36,43.18,30.0,8.9981
13163,2012-07-07,Musim Gugur,1,7,15,0,6,0,Cerah,0.96,0.8485,0.26,0.0,113,193,306,39.36,42.425000000000004,26.0,0.0
13164,2012-07-07,Musim Gugur,1,7,16,0,6,0,Cerah,1.0,0.8636,0.19,0.1642,102,192,294,41.0,43.18,19.0,11.0014
13165,2012-07-07,Musim Gugur,1,7,17,0,6,0,Cerah,0.96,0.8485,0.26,0.1343,103,176,279,39.36,42.425000000000004,26.0,8.9981
13166,2012-07-07,Musim Gugur,1,7,18,0,6,0,Cerah,0.94,0.8333,0.29,0.0896,83,194,277,38.54,41.665,28.999999999999996,6.0032
13167,2012-07-07,Musim Gugur,1,7,19,0,6,0,Cerah,0.92,0.8333,0.33,0.1343,68,219,287,37.72,41.665,33.0,8.9981
13168,2012-07-07,Musim Gugur,1,7,20,0,6,0,Cerah,0.9,0.8182,0.37,0.1642,79,197,276,36.9,40.910000000000004,37.0,11.0014
13169,2012-07-07,Musim Gugur,1,7,21,0,6,0,Cerah,0.88,0.7879,0.37,0.194,51,150,201,36.08,39.395,37.0,12.998000000000001
13170,2012-07-07,Musim Gugur,1,7,22,0,6,0,Cerah,0.84,0.8333,0.59,0.194,56,164,220,34.44,41.665,59.0,12.998000000000001
13171,2012-07-07,Musim Gugur,1,7,23,0,6,0,Cerah,0.84,0.8182,0.56,0.1642,34,114,148,34.44,40.910000000000004,56.00000000000001,11.0014
13172,2012-07-08,Musim Gugur,1,7,0,0,0,0,Cerah,0.82,0.7879,0.56,0.1343,22,125,147,33.62,39.395,56.00000000000001,8.9981
13173,2012-07-08,Musim Gugur,1,7,1,0,0,0,Cerah,0.82,0.7879,0.56,0.1045,25,99,124,33.62,39.395,56.00000000000001,7.0015
13174,2012-07-08,Musim Gugur,1,7,2,0,0,0,Cerah,0.82,0.7727,0.52,0.1045,11,59,70,33.62,38.635000000000005,52.0,7.0015
13175,2012-07-08,Musim Gugur,1,7,3,0,0,0,Cerah,0.8,0.7727,0.59,0.1045,1,34,35,32.800000000000004,38.635000000000005,59.0,7.0015
13176,2012-07-08,Musim Gugur,1,7,4,0,0,0,Cerah,0.78,0.7576,0.66,0.1045,2,11,13,31.98,37.88,66.0,7.0015
13177,2012-07-08,Musim Gugur,1,7,5,0,0,0,Cerah,0.78,0.7424,0.62,0.0,1,5,6,31.98,37.12,62.0,0.0
13178,2012-07-08,Musim Gugur,1,7,6,0,0,0,Cerah,0.78,0.7727,0.7,0.1343,5,16,21,31.98,38.635000000000005,70.0,8.9981
13179,2012-07-08,Musim Gugur,1,7,7,0,0,0,Cerah,0.8,0.803,0.66,0.0,19,33,52,32.800000000000004,40.150000000000006,66.0,0.0
13180,2012-07-08,Musim Gugur,1,7,8,0,0,0,Cerah,0.84,0.803,0.53,0.1343,35,95,130,34.44,40.150000000000006,53.0,8.9981
13181,2012-07-08,Musim Gugur,1,7,9,0,0,0,Cerah,0.86,0.8182,0.5,0.1045,70,172,242,35.26,40.910000000000004,50.0,7.0015
13182,2012-07-08,Musim Gugur,1,7,10,0,0,0,Cerah,0.9,0.8636,0.45,0.0,85,234,319,36.9,43.18,45.0,0.0
13183,2012-07-08,Musim Gugur,1,7,11,0,0,0,Cerah,0.92,0.8939,0.42,0.2985,120,269,389,37.72,44.695,42.0,19.999499999999998
13184,2012-07-08,Musim Gugur,1,7,12,0,0,0,Cerah,0.92,0.8939,0.42,0.194,105,271,376,37.72,44.695,42.0,12.998000000000001
13185,2012-07-08,Musim Gugur,1,7,13,0,0,0,Cerah,0.94,0.8788,0.38,0.2537,118,219,337,38.54,43.94,38.0,16.997899999999998
13186,2012-07-08,Musim Gugur,1,7,14,0,0,0,Cerah,0.96,0.9091,0.36,0.1642,77,235,312,39.36,45.455,36.0,11.0014
13187,2012-07-08,Musim Gugur,1,7,15,0,0,0,Hujan/Salju Ringan,0.92,0.8939,0.42,0.2836,80,218,298,37.72,44.695,42.0,19.0012
13188,2012-07-08,Musim Gugur,1,7,16,0,0,0,Berkabut,0.8,0.803,0.66,0.2239,65,226,291,32.800000000000004,40.150000000000006,66.0,15.001299999999999
13189,2012-07-08,Musim Gugur,1,7,17,0,0,0,Cerah,0.78,0.7424,0.59,0.0,68,202,270,31.98,37.12,59.0,0.0
13190,2012-07-08,Musim Gugur,1,7,18,0,0,0,Cerah,0.78,0.7424,0.62,0.1045,54,199,253,31.98,37.12,62.0,7.0015
13191,2012-07-08,Musim Gugur,1,7,19,0,0,0,Cerah,0.78,0.7424,0.62,0.1642,66,184,250,31.98,37.12,62.0,11.0014
13192,2012-07-08,Musim Gugur,1,7,20,0,0,0,Cerah,0.76,0.7273,0.7,0.0896,79,206,285,31.16,36.364999999999995,70.0,6.0032
13193,2012-07-08,Musim Gugur,1,7,21,0,0,0,Cerah,0.76,0.7273,0.7,0.1343,58,149,207,31.16,36.364999999999995,70.0,8.9981
13194,2012-07-08,Musim Gugur,1,7,22,0,0,0,Hujan/Salju Ringan,0.74,0.697,0.7,0.0896,12,110,122,30.34,34.849999999999994,70.0,6.0032
13195,2012-07-08,Musim Gugur,1,7,23,0,0,0,Hujan/Salju Ringan,0.68,0.6364,0.83,0.0896,25,98,123,27.880000000000003,31.819999999999997,83.0,6.0032
13196,2012-07-09,Musim Gugur,1,7,0,0,1,1,Berkabut,0.68,0.6364,0.89,0.0896,6,33,39,27.880000000000003,31.819999999999997,89.0,6.0032
13197,2012-07-09,Musim Gugur,1,7,1,0,1,1,Hujan/Salju Ringan,0.7,0.6667,0.89,0.1045,5,13,18,28.7,33.335,89.0,7.0015
13198,2012-07-09,Musim Gugur,1,7,2,0,1,1,Hujan/Salju Ringan,0.7,0.6667,0.89,0.194,1,4,5,28.7,33.335,89.0,12.998000000000001
13199,2012-07-09,Musim Gugur,1,7,3,0,1,1,Hujan/Salju Ringan,0.7,0.6667,0.89,0.194,0,5,5,28.7,33.335,89.0,12.998000000000001
13200,2012-07-09,Musim Gugur,1,7,4,0,1,1,Hujan/Salju Ringan,0.66,0.5909,0.89,0.3881,1,1,2,27.060000000000002,29.544999999999998,89.0,26.0027
13201,2012-07-09,Musim Gugur,1,7,5,0,1,1,Berkabut,0.66,0.6061,0.83,0.2239,1,27,28,27.060000000000002,30.305,83.0,15.001299999999999
13202,2012-07-09,Musim Gugur,1,7,6,0,1,1,Hujan/Salju Ringan,0.64,0.5758,0.89,0.2537,6,86,92,26.240000000000002,28.79,89.0,16.997899999999998
13203,2012-07-09,Musim Gugur,1,7,7,0,1,1,Hujan/Salju Ringan,0.66,0.6061,0.83,0.2239,7,223,230,27.060000000000002,30.305,83.0,15.001299999999999
13204,2012-07-09,Musim Gugur,1,7,8,0,1,1,Berkabut,0.66,0.6061,0.83,0.1642,26,429,455,27.060000000000002,30.305,83.0,11.0014
13205,2012-07-09,Musim Gugur,1,7,9,0,1,1,Berkabut,0.66,0.6061,0.83,0.1642,38,325,363,27.060000000000002,30.305,83.0,11.0014
13206,2012-07-09,Musim Gugur,1,7,10,0,1,1,Berkabut,0.66,0.6061,0.83,0.194,58,117,175,27.060000000000002,30.305,83.0,12.998000000000001
13207,2012-07-09,Musim Gugur,1,7,11,0,1,1,Berkabut,0.72,0.6818,0.62,0.1343,72,144,216,29.52,34.089999999999996,62.0,8.9981
13208,2012-07-09,Musim Gugur,1,7,12,0,1,1,Berkabut,0.74,0.6818,0.58,0.1343,61,205,266,30.34,34.089999999999996,57.99999999999999,8.9981
13209,2012-07-09,Musim Gugur,1,7,13,0,1,1,Berkabut,0.76,0.697,0.55,0.2537,67,188,255,31.16,34.849999999999994,55.00000000000001,16.997899999999998
13210,2012-07-09,Musim Gugur,1,7,14,0,1,1,Berkabut,0.74,0.6818,0.55,0.2537,58,184,242,30.34,34.089999999999996,55.00000000000001,16.997899999999998
13211,2012-07-09,Musim Gugur,1,7,15,0,1,1,Berkabut,0.76,0.6818,0.45,0.2239,66,214,280,31.16,34.089999999999996,45.0,15.001299999999999
13212,2012-07-09,Musim Gugur,1,7,16,0,1,1,Cerah,0.78,0.697,0.4,0.2836,88,325,413,31.98,34.849999999999994,40.0,19.0012
13213,2012-07-09,Musim Gugur,1,7,17,0,1,1,Cerah,0.78,0.697,0.4,0.1642,108,741,849,31.98,34.849999999999994,40.0,11.0014
13214,2012-07-09,Musim Gugur,1,7,18,0,1,1,Cerah,0.76,0.6818,0.48,0.1343,82,790,872,31.16,34.089999999999996,48.0,8.9981
13215,2012-07-09,Musim Gugur,1,7,19,0,1,1,Cerah,0.74,0.6818,0.55,0.1642,88,543,631,30.34,34.089999999999996,55.00000000000001,11.0014
13216,2012-07-09,Musim Gugur,1,7,20,0,1,1,Berkabut,0.74,0.6818,0.55,0.1045,69,378,447,30.34,34.089999999999996,55.00000000000001,7.0015
13217,2012-07-09,Musim Gugur,1,7,21,0,1,1,Berkabut,0.74,0.6818,0.55,0.0896,33,298,331,30.34,34.089999999999996,55.00000000000001,6.0032
13218,2012-07-09,Musim Gugur,1,7,22,0,1,1,Berkabut,0.72,0.6667,0.58,0.1045,35,189,224,29.52,33.335,57.99999999999999,7.0015
13219,2012-07-09,Musim Gugur,1,7,23,0,1,1,Berkabut,0.7,0.6515,0.65,0.1045,22,109,131,28.7,32.574999999999996,65.0,7.0015
13220,2012-07-10,Musim Gugur,1,7,0,0,2,1,Cerah,0.7,0.6515,0.7,0.0896,16,53,69,28.7,32.574999999999996,70.0,6.0032
13221,2012-07-10,Musim Gugur,1,7,1,0,2,1,Cerah,0.7,0.6667,0.74,0.1343,0,15,15,28.7,33.335,74.0,8.9981
13222,2012-07-10,Musim Gugur,1,7,2,0,2,1,Cerah,0.7,0.6667,0.74,0.1343,1,15,16,28.7,33.335,74.0,8.9981
13223,2012-07-10,Musim Gugur,1,7,3,0,2,1,Cerah,0.68,0.6364,0.79,0.0,0,3,3,27.880000000000003,31.819999999999997,79.0,0.0
13224,2012-07-10,Musim Gugur,1,7,4,0,2,1,Cerah,0.68,0.6364,0.79,0.1343,0,4,4,27.880000000000003,31.819999999999997,79.0,8.9981
13225,2012-07-10,Musim Gugur,1,7,5,0,2,1,Cerah,0.66,0.6061,0.83,0.1343,3,39,42,27.060000000000002,30.305,83.0,8.9981
13226,2012-07-10,Musim Gugur,1,7,6,0,2,1,Berkabut,0.68,0.6364,0.79,0.1045,4,183,187,27.880000000000003,31.819999999999997,79.0,7.0015
13227,2012-07-10,Musim Gugur,1,7,7,0,2,1,Berkabut,0.7,0.6667,0.74,0.1045,31,489,520,28.7,33.335,74.0,7.0015
13228,2012-07-10,Musim Gugur,1,7,8,0,2,1,Cerah,0.72,0.697,0.74,0.1343,34,615,649,29.52,34.849999999999994,74.0,8.9981
13229,2012-07-10,Musim Gugur,1,7,9,0,2,1,Cerah,0.74,0.697,0.66,0.1343,47,284,331,30.34,34.849999999999994,66.0,8.9981
13230,2012-07-10,Musim Gugur,1,7,10,0,2,1,Cerah,0.76,0.7121,0.62,0.194,56,134,190,31.16,35.605,62.0,12.998000000000001
13231,2012-07-10,Musim Gugur,1,7,11,0,2,1,Cerah,0.8,0.7273,0.46,0.194,92,157,249,32.800000000000004,36.364999999999995,46.0,12.998000000000001
13232,2012-07-10,Musim Gugur,1,7,12,0,2,1,Cerah,0.8,0.7121,0.41,0.1343,69,203,272,32.800000000000004,35.605,41.0,8.9981
13233,2012-07-10,Musim Gugur,1,7,13,0,2,1,Cerah,0.82,0.7273,0.38,0.194,77,203,280,33.62,36.364999999999995,38.0,12.998000000000001
13234,2012-07-10,Musim Gugur,1,7,14,0,2,1,Cerah,0.82,0.7273,0.38,0.1642,71,171,242,33.62,36.364999999999995,38.0,11.0014
13235,2012-07-10,Musim Gugur,1,7,15,0,2,1,Cerah,0.8,0.7121,0.41,0.2239,77,188,265,32.800000000000004,35.605,41.0,15.001299999999999
13236,2012-07-10,Musim Gugur,1,7,16,0,2,1,Cerah,0.8,0.7273,0.43,0.2239,89,346,435,32.800000000000004,36.364999999999995,43.0,15.001299999999999
13237,2012-07-10,Musim Gugur,1,7,17,0,2,1,Cerah,0.78,0.7121,0.49,0.194,103,769,872,31.98,35.605,49.0,12.998000000000001
13238,2012-07-10,Musim Gugur,1,7,18,0,2,1,Hujan/Salju Ringan,0.7,0.6667,0.74,0.2239,70,749,819,28.7,33.335,74.0,15.001299999999999
13239,2012-07-10,Musim Gugur,1,7,19,0,2,1,Hujan/Salju Ringan,0.7,0.6667,0.74,0.2239,55,359,414,28.7,33.335,74.0,15.001299999999999
13240,2012-07-10,Musim Gugur,1,7,20,0,2,1,Hujan/Salju Ringan,0.64,0.5758,0.83,0.2239,9,75,84,26.240000000000002,28.79,83.0,15.001299999999999
13241,2012-07-10,Musim Gugur,1,7,21,0,2,1,Hujan/Salju Ringan,0.64,0.5758,0.89,0.1045,7,83,90,26.240000000000002,28.79,89.0,7.0015
13242,2012-07-10,Musim Gugur,1,7,22,0,2,1,Berkabut,0.64,0.5758,0.83,0.1343,14,125,139,26.240000000000002,28.79,83.0,8.9981
13243,2012-07-10,Musim Gugur,1,7,23,0,2,1,Berkabut,0.64,0.5758,0.89,0.1045,29,74,103,26.240000000000002,28.79,89.0,7.0015
13244,2012-07-11,Musim Gugur,1,7,0,0,3,1,Berkabut,0.66,0.6061,0.83,0.1343,6,38,44,27.060000000000002,30.305,83.0,8.9981
13245,2012-07-11,Musim Gugur,1,7,1,0,3,1,Cerah,0.64,0.5758,0.89,0.0,3,11,14,26.240000000000002,28.79,89.0,0.0
13246,2012-07-11,Musim Gugur,1,7,2,0,3,1,Cerah,0.64,0.5758,0.89,0.0,0,5,5,26.240000000000002,28.79,89.0,0.0
13247,2012-07-11,Musim Gugur,1,7,3,0,3,1,Cerah,0.64,0.5758,0.89,0.1343,0,5,5,26.240000000000002,28.79,89.0,8.9981
13248,2012-07-11,Musim Gugur,1,7,4,0,3,1,Cerah,0.64,0.5758,0.89,0.1343,1,6,7,26.240000000000002,28.79,89.0,8.9981
13249,2012-07-11,Musim Gugur,1,7,5,0,3,1,Cerah,0.64,0.5758,0.89,0.0,5,36,41,26.240000000000002,28.79,89.0,0.0
13250,2012-07-11,Musim Gugur,1,7,6,0,3,1,Cerah,0.64,0.5758,0.89,0.1343,17,168,185,26.240000000000002,28.79,89.0,8.9981
13251,2012-07-11,Musim Gugur,1,7,7,0,3,1,Berkabut,0.66,0.6061,0.83,0.1045,26,471,497,27.060000000000002,30.305,83.0,7.0015
13252,2012-07-11,Musim Gugur,1,7,8,0,3,1,Berkabut,0.68,0.6364,0.79,0.1642,30,644,674,27.880000000000003,31.819999999999997,79.0,11.0014
13253,2012-07-11,Musim Gugur,1,7,9,0,3,1,Berkabut,0.7,0.6667,0.74,0.1343,30,298,328,28.7,33.335,74.0,8.9981
13254,2012-07-11,Musim Gugur,1,7,10,0,3,1,Berkabut,0.72,0.6818,0.62,0.1343,47,148,195,29.52,34.089999999999996,62.0,8.9981
13255,2012-07-11,Musim Gugur,1,7,11,0,3,1,Berkabut,0.76,0.7121,0.58,0.1343,56,173,229,31.16,35.605,57.99999999999999,8.9981
13256,2012-07-11,Musim Gugur,1,7,12,0,3,1,Berkabut,0.78,0.697,0.43,0.0,69,223,292,31.98,34.849999999999994,43.0,0.0
13257,2012-07-11,Musim Gugur,1,7,13,0,3,1,Berkabut,0.8,0.7121,0.42,0.1642,65,208,273,32.800000000000004,35.605,42.0,11.0014
13258,2012-07-11,Musim Gugur,1,7,14,0,3,1,Cerah,0.8,0.7121,0.41,0.2239,66,175,241,32.800000000000004,35.605,41.0,15.001299999999999
13259,2012-07-11,Musim Gugur,1,7,15,0,3,1,Cerah,0.8,0.7121,0.41,0.2537,56,220,276,32.800000000000004,35.605,41.0,16.997899999999998
13260,2012-07-11,Musim Gugur,1,7,16,0,3,1,Cerah,0.8,0.7121,0.38,0.194,53,358,411,32.800000000000004,35.605,38.0,12.998000000000001
13261,2012-07-11,Musim Gugur,1,7,17,0,3,1,Cerah,0.8,0.697,0.31,0.2239,90,740,830,32.800000000000004,34.849999999999994,31.0,15.001299999999999
13262,2012-07-11,Musim Gugur,1,7,18,0,3,1,Cerah,0.78,0.6818,0.38,0.2537,79,735,814,31.98,34.089999999999996,38.0,16.997899999999998
13263,2012-07-11,Musim Gugur,1,7,19,0,3,1,Cerah,0.74,0.6667,0.48,0.2239,73,560,633,30.34,33.335,48.0,15.001299999999999
13264,2012-07-11,Musim Gugur,1,7,20,0,3,1,Cerah,0.74,0.6667,0.51,0.1642,73,410,483,30.34,33.335,51.0,11.0014
13265,2012-07-11,Musim Gugur,1,7,21,0,3,1,Cerah,0.72,0.6667,0.58,0.2239,69,322,391,29.52,33.335,57.99999999999999,15.001299999999999
13266,2012-07-11,Musim Gugur,1,7,22,0,3,1,Cerah,0.72,0.6667,0.58,0.2537,41,203,244,29.52,33.335,57.99999999999999,16.997899999999998
13267,2012-07-11,Musim Gugur,1,7,23,0,3,1,Berkabut,0.7,0.6515,0.58,0.2537,20,132,152,28.7,32.574999999999996,57.99999999999999,16.997899999999998
13268,2012-07-12,Musim Gugur,1,7,0,0,4,1,Berkabut,0.68,0.6364,0.61,0.0,1,55,56,27.880000000000003,31.819999999999997,61.0,0.0
13269,2012-07-12,Musim Gugur,1,7,1,0,4,1,Berkabut,0.66,0.6212,0.61,0.0,0,21,21,27.060000000000002,31.06,61.0,0.0
13270,2012-07-12,Musim Gugur,1,7,2,0,4,1,Berkabut,0.66,0.6212,0.65,0.0896,0,9,9,27.060000000000002,31.06,65.0,6.0032
13271,2012-07-12,Musim Gugur,1,7,3,0,4,1,Cerah,0.64,0.6061,0.69,0.1045,0,10,10,26.240000000000002,30.305,69.0,7.0015
13272,2012-07-12,Musim Gugur,1,7,4,0,4,1,Cerah,0.64,0.6061,0.73,0.1045,0,5,5,26.240000000000002,30.305,73.0,7.0015
13273,2012-07-12,Musim Gugur,1,7,5,0,4,1,Cerah,0.62,0.5909,0.73,0.1045,4,40,44,25.419999999999998,29.544999999999998,73.0,7.0015
13274,2012-07-12,Musim Gugur,1,7,6,0,4,1,Cerah,0.64,0.6061,0.73,0.0896,7,171,178,26.240000000000002,30.305,73.0,6.0032
13275,2012-07-12,Musim Gugur,1,7,7,0,4,1,Cerah,0.64,0.6061,0.73,0.1343,32,480,512,26.240000000000002,30.305,73.0,8.9981
13276,2012-07-12,Musim Gugur,1,7,8,0,4,1,Cerah,0.68,0.6364,0.65,0.1343,49,653,702,27.880000000000003,31.819999999999997,65.0,8.9981
13277,2012-07-12,Musim Gugur,1,7,9,0,4,1,Cerah,0.72,0.6667,0.58,0.1045,42,285,327,29.52,33.335,57.99999999999999,7.0015
13278,2012-07-12,Musim Gugur,1,7,10,0,4,1,Cerah,0.74,0.6667,0.48,0.1642,69,145,214,30.34,33.335,48.0,11.0014
13279,2012-07-12,Musim Gugur,1,7,11,0,4,1,Cerah,0.76,0.6818,0.45,0.1045,49,166,215,31.16,34.089999999999996,45.0,7.0015
13280,2012-07-12,Musim Gugur,1,7,12,0,4,1,Cerah,0.78,0.6818,0.35,0.1343,71,221,292,31.98,34.089999999999996,35.0,8.9981
13281,2012-07-12,Musim Gugur,1,7,13,0,4,1,Cerah,0.8,0.697,0.33,0.2239,52,225,277,32.800000000000004,34.849999999999994,33.0,15.001299999999999
13282,2012-07-12,Musim Gugur,1,7,14,0,4,1,Cerah,0.78,0.6818,0.33,0.2239,42,167,209,31.98,34.089999999999996,33.0,15.001299999999999
13283,2012-07-12,Musim Gugur,1,7,15,0,4,1,Cerah,0.8,0.7121,0.36,0.194,63,208,271,32.800000000000004,35.605,36.0,12.998000000000001
13284,2012-07-12,Musim Gugur,1,7,16,0,4,1,Cerah,0.8,0.7121,0.36,0.194,69,370,439,32.800000000000004,35.605,36.0,12.998000000000001
13285,2012-07-12,Musim Gugur,1,7,17,0,4,1,Cerah,0.76,0.6818,0.43,0.2239,91,704,795,31.16,34.089999999999996,43.0,15.001299999999999
13286,2012-07-12,Musim Gugur,1,7,18,0,4,1,Cerah,0.76,0.6818,0.45,0.1343,86,739,825,31.16,34.089999999999996,45.0,8.9981
13287,2012-07-12,Musim Gugur,1,7,19,0,4,1,Cerah,0.74,0.6667,0.48,0.2239,97,532,629,30.34,33.335,48.0,15.001299999999999
